GUID,Visual Name,Latest Version,Is Certified,Popularity,Finding Category,Finding Pattern,Detection Method,ESLint Rule,Code Origin,Library Name,Occurrence Count,Severity,Present in Prior Version
PowerSlicerA96234ADB8D143D1837FEC426BB34781,Filter by Powerviz,1.0.0.10,True,0.993,Informational,http:// URL,Regex,no-http-string,Author,,56,Low,
PowerSlicerA96234ADB8D143D1837FEC426BB34781,Filter by Powerviz,1.0.0.10,True,0.993,Informational,http:// URL,Regex,no-http-string,Library,(bundled),6,Low,
PowerSlicerA96234ADB8D143D1837FEC426BB34781,Filter by Powerviz,1.0.0.10,True,0.993,Informational,Math.random(),Regex,insecure-random,Author,,13,Low,
PowerSlicerA96234ADB8D143D1837FEC426BB34781,Filter by Powerviz,1.0.0.10,True,0.993,Informational,Math.random(),Regex,insecure-random,Library,(bundled),2,Low,
stratadatimelineProDB508FD14E2E41D2B5A5522CC05312AELAPIsss,Gantt Timeline,5.4.3.1,True,0.993,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,2,High,
stratadatimelineProDB508FD14E2E41D2B5A5522CC05312AELAPIsss,Gantt Timeline,5.4.3.1,True,0.993,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),2,High,
stratadatimelineProDB508FD14E2E41D2B5A5522CC05312AELAPIsss,Gantt Timeline,5.4.3.1,True,0.993,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,5,Medium,
stratadatimelineProDB508FD14E2E41D2B5A5522CC05312AELAPIsss,Gantt Timeline,5.4.3.1,True,0.993,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,4,Medium,
stratadatimelineProDB508FD14E2E41D2B5A5522CC05312AELAPIsss,Gantt Timeline,5.4.3.1,True,0.993,Sensitive Access,document.domain,Regex,no-document-domain,Author,,1,Medium,
stratadatimelineProDB508FD14E2E41D2B5A5522CC05312AELAPIsss,Gantt Timeline,5.4.3.1,True,0.993,Informational,Math.random(),Regex,insecure-random,Author,,2,Low,
PBI_CV_73744D90_4DC9_4F18_8BA5_EE8FA5C98035,Infographic Designer,1.9.700.0,True,0.993,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),6,High,
PBI_CV_73744D90_4DC9_4F18_8BA5_EE8FA5C98035,Infographic Designer,1.9.700.0,True,0.993,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,3,High,
PBI_CV_73744D90_4DC9_4F18_8BA5_EE8FA5C98035,Infographic Designer,1.9.700.0,True,0.993,Network Access,fetch(),Regex,(certification requirement),Author,,1,High,
PBI_CV_73744D90_4DC9_4F18_8BA5_EE8FA5C98035,Infographic Designer,1.9.700.0,True,0.993,Network Access,fetch(),Regex,(certification requirement),Library,(bundled),1,High,
PBI_CV_73744D90_4DC9_4F18_8BA5_EE8FA5C98035,Infographic Designer,1.9.700.0,True,0.993,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,12,Medium,
PBI_CV_73744D90_4DC9_4F18_8BA5_EE8FA5C98035,Infographic Designer,1.9.700.0,True,0.993,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Library,(bundled),3,Medium,
PBI_CV_73744D90_4DC9_4F18_8BA5_EE8FA5C98035,Infographic Designer,1.9.700.0,True,0.993,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,1,Medium,
PBI_CV_73744D90_4DC9_4F18_8BA5_EE8FA5C98035,Infographic Designer,1.9.700.0,True,0.993,Informational,http:// URL,Regex,no-http-string,Library,(bundled),1,Low,
PBI_CV_73744D90_4DC9_4F18_8BA5_EE8FA5C98035,Infographic Designer,1.9.700.0,True,0.993,Informational,Math.random(),Regex,insecure-random,Author,,3,Low,
PBI_CV_73744D90_4DC9_4F18_8BA5_EE8FA5C98035,Infographic Designer,1.9.700.0,True,0.993,Informational,Math.random(),Regex,insecure-random,Library,(bundled),3,Low,
PBI_CV_7B952816_A48F_49B4_9E13_15E3BB2C0337,Card with States by OKVIZ,1.6.8.0,True,0.992,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,3,High,
PBI_CV_7B952816_A48F_49B4_9E13_15E3BB2C0337,Card with States by OKVIZ,1.6.8.0,True,0.992,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),3,High,
PBI_CV_7B952816_A48F_49B4_9E13_15E3BB2C0337,Card with States by OKVIZ,1.6.8.0,True,0.992,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,2,High,
PBI_CV_7B952816_A48F_49B4_9E13_15E3BB2C0337,Card with States by OKVIZ,1.6.8.0,True,0.992,Network Access,fetch(),Regex,(certification requirement),Author,,1,High,
PBI_CV_7B952816_A48F_49B4_9E13_15E3BB2C0337,Card with States by OKVIZ,1.6.8.0,True,0.992,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,12,Medium,
PBI_CV_7B952816_A48F_49B4_9E13_15E3BB2C0337,Card with States by OKVIZ,1.6.8.0,True,0.992,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,3,Medium,
PBI_CV_7B952816_A48F_49B4_9E13_15E3BB2C0337,Card with States by OKVIZ,1.6.8.0,True,0.992,Informational,http:// URL,Regex,no-http-string,Author,,1,Low,
PBI_CV_7B952816_A48F_49B4_9E13_15E3BB2C0337,Card with States by OKVIZ,1.6.8.0,True,0.992,Informational,Math.random(),Regex,insecure-random,Author,,7,Low,
PBI_CV_7B952816_A48F_49B4_9E13_15E3BB2C0337,Card with States by OKVIZ,1.6.8.0,True,0.992,Informational,Math.random(),Regex,insecure-random,Library,(bundled),3,Low,
histogramF963F133BA02A0B35D286F09F80E9C78,Histogram Chart (Standard),6.0.2.0,False,0.992,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),1,High,
histogramF963F133BA02A0B35D286F09F80E9C78,Histogram Chart (Standard),6.0.2.0,False,0.992,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,1,High,
histogramF963F133BA02A0B35D286F09F80E9C78,Histogram Chart (Standard),6.0.2.0,False,0.992,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,9,Medium,
histogramF963F133BA02A0B35D286F09F80E9C78,Histogram Chart (Standard),6.0.2.0,False,0.992,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,3,Medium,
histogramF963F133BA02A0B35D286F09F80E9C78,Histogram Chart (Standard),6.0.2.0,False,0.992,Informational,Math.random(),Regex,insecure-random,Author,,11,Low,
PBI_CV_16948668_E17D_454B_8664_2F2C470EA8C1,Play Axis (Dynamic Slicer),1.1.7.0,True,0.992,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,1,High,
PBI_CV_16948668_E17D_454B_8664_2F2C470EA8C1,Play Axis (Dynamic Slicer),1.1.7.0,True,0.992,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,1,High,
PBI_CV_16948668_E17D_454B_8664_2F2C470EA8C1,Play Axis (Dynamic Slicer),1.1.7.0,True,0.992,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
PBI_CV_16948668_E17D_454B_8664_2F2C470EA8C1,Play Axis (Dynamic Slicer),1.1.7.0,True,0.992,Informational,Math.random(),Regex,insecure-random,Author,,7,Low,
SunburstVizA96234ADB8D143D1837FEC426BB34781,Sunburst by Powerviz,1.0.0.10,True,0.992,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,4,High,
SunburstVizA96234ADB8D143D1837FEC426BB34781,Sunburst by Powerviz,1.0.0.10,True,0.992,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),9,High,
SunburstVizA96234ADB8D143D1837FEC426BB34781,Sunburst by Powerviz,1.0.0.10,True,0.992,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,1,High,
SunburstVizA96234ADB8D143D1837FEC426BB34781,Sunburst by Powerviz,1.0.0.10,True,0.992,Network Access,XMLHttpRequest,Regex,(certification requirement),Library,(bundled),1,High,
SunburstVizA96234ADB8D143D1837FEC426BB34781,Sunburst by Powerviz,1.0.0.10,True,0.992,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,69,Medium,
SunburstVizA96234ADB8D143D1837FEC426BB34781,Sunburst by Powerviz,1.0.0.10,True,0.992,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Library,(bundled),20,Medium,
SunburstVizA96234ADB8D143D1837FEC426BB34781,Sunburst by Powerviz,1.0.0.10,True,0.992,DOM Manipulation,outerHTML =,Regex,no-inner-outer-html,Author,,1,Medium,
SunburstVizA96234ADB8D143D1837FEC426BB34781,Sunburst by Powerviz,1.0.0.10,True,0.992,Sensitive Access,document.domain,Regex,no-document-domain,Author,,2,Medium,
SunburstVizA96234ADB8D143D1837FEC426BB34781,Sunburst by Powerviz,1.0.0.10,True,0.992,Informational,http:// URL,Regex,no-http-string,Author,,28,Low,
SunburstVizA96234ADB8D143D1837FEC426BB34781,Sunburst by Powerviz,1.0.0.10,True,0.992,Informational,http:// URL,Regex,no-http-string,Library,(bundled),7,Low,
SunburstVizA96234ADB8D143D1837FEC426BB34781,Sunburst by Powerviz,1.0.0.10,True,0.992,Informational,Math.random(),Regex,insecure-random,Author,,12,Low,
SunburstVizA96234ADB8D143D1837FEC426BB34781,Sunburst by Powerviz,1.0.0.10,True,0.992,Informational,Math.random(),Regex,insecure-random,Library,(bundled),2,Low,
BulletChart1443347686880,Bullet Chart,2.4.2.0,True,0.991,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),4,High,
BulletChart1443347686880,Bullet Chart,2.4.2.0,True,0.991,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,1,High,
BulletChart1443347686880,Bullet Chart,2.4.2.0,True,0.991,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
inforiverAppPremium2B7A5FD2992D434DAE0B149479307B7B,Inforiver Reporting Matrix,3.3.9.1,True,0.991,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,4,High,
inforiverAppPremium2B7A5FD2992D434DAE0B149479307B7B,Inforiver Reporting Matrix,3.3.9.1,True,0.991,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),13,High,
inforiverAppPremium2B7A5FD2992D434DAE0B149479307B7B,Inforiver Reporting Matrix,3.3.9.1,True,0.991,DOM Manipulation,document.write(),Regex,no-document-write,Author,,3,Medium,
inforiverAppPremium2B7A5FD2992D434DAE0B149479307B7B,Inforiver Reporting Matrix,3.3.9.1,True,0.991,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,34,Medium,
inforiverAppPremium2B7A5FD2992D434DAE0B149479307B7B,Inforiver Reporting Matrix,3.3.9.1,True,0.991,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Library,(bundled),2,Medium,
inforiverAppPremium2B7A5FD2992D434DAE0B149479307B7B,Inforiver Reporting Matrix,3.3.9.1,True,0.991,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,3,Medium,
inforiverAppPremium2B7A5FD2992D434DAE0B149479307B7B,Inforiver Reporting Matrix,3.3.9.1,True,0.991,Sensitive Access,document.domain,Regex,no-document-domain,Library,(bundled),1,Medium,
inforiverAppPremium2B7A5FD2992D434DAE0B149479307B7B,Inforiver Reporting Matrix,3.3.9.1,True,0.991,Informational,http:// URL,Regex,no-http-string,Author,,53,Low,
inforiverAppPremium2B7A5FD2992D434DAE0B149479307B7B,Inforiver Reporting Matrix,3.3.9.1,True,0.991,Informational,Math.random(),Regex,insecure-random,Author,,27,Low,
inforiverAppPremium2B7A5FD2992D434DAE0B149479307B7B,Inforiver Reporting Matrix,3.3.9.1,True,0.991,Informational,Math.random(),Regex,insecure-random,Library,(bundled),2,Low,
sankey_diagram_visiochart_8c1a6a012eec472d899f79bf867da012,Sankey Diagram,2.0.0.5,True,0.991,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),1,High,
sankey_diagram_visiochart_8c1a6a012eec472d899f79bf867da012,Sankey Diagram,2.0.0.5,True,0.991,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,6,Medium,
sankey_diagram_visiochart_8c1a6a012eec472d899f79bf867da012,Sankey Diagram,2.0.0.5,True,0.991,Informational,Math.random(),Regex,insecure-random,Author,,2,Low,
synopticPanelByOKVIZC365478550CD4DC0A2ED985DC3E23EED,Synoptic Panel by OKVIZ,2.5.1.0,False,0.991,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),1,High,
synopticPanelByOKVIZC365478550CD4DC0A2ED985DC3E23EED,Synoptic Panel by OKVIZ,2.5.1.0,False,0.991,Network Access,fetch(),Regex,(certification requirement),Author,,1,High,
synopticPanelByOKVIZC365478550CD4DC0A2ED985DC3E23EED,Synoptic Panel by OKVIZ,2.5.1.0,False,0.991,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,10,Medium,
synopticPanelByOKVIZC365478550CD4DC0A2ED985DC3E23EED,Synoptic Panel by OKVIZ,2.5.1.0,False,0.991,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Library,(bundled),1,Medium,
synopticPanelByOKVIZC365478550CD4DC0A2ED985DC3E23EED,Synoptic Panel by OKVIZ,2.5.1.0,False,0.991,Informational,http:// URL,Regex,no-http-string,Author,,18,Low,
synopticPanelByOKVIZC365478550CD4DC0A2ED985DC3E23EED,Synoptic Panel by OKVIZ,2.5.1.0,False,0.991,Informational,http:// URL,Regex,no-http-string,Library,(bundled),2,Low,
synopticPanelByOKVIZC365478550CD4DC0A2ED985DC3E23EED,Synoptic Panel by OKVIZ,2.5.1.0,False,0.991,Informational,Math.random(),Regex,insecure-random,Author,,16,Low,
TornadoChart1452517688218,Tornado chart,3.0.5.0,True,0.991,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Library,(bundled),3,Medium,
BasedOnTimelineSlicer,Based On Your Timeline Slicer,1.0.1.5,True,0.99,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
BasedOnTimelineSlicer,Based On Your Timeline Slicer,1.0.1.5,True,0.99,Informational,http:// URL,Regex,no-http-string,Author,,33,Low,
BasedOnTimelineSlicer,Based On Your Timeline Slicer,1.0.1.5,True,0.99,Informational,http:// URL,Regex,no-http-string,Library,(bundled),2,Low,
htmlContent443BE3AD55E043BF878BED274D3A6865,HTML Content (lite),1.5.0.0,True,0.99,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,1,High,
htmlContent443BE3AD55E043BF878BED274D3A6865,HTML Content (lite),1.5.0.0,True,0.99,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,4,Medium,
htmlContent443BE3AD55E043BF878BED274D3A6865,HTML Content (lite),1.5.0.0,True,0.99,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,1,Medium,
htmlContent443BE3AD55E043BF878BED274D3A6865,HTML Content (lite),1.5.0.0,True,0.99,Informational,Math.random(),Regex,insecure-random,Author,,2,Low,
heatmapF244EA9EE1F34E828A80CF19B41976F8,Heatmap,1.1.9.0,False,0.99,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
Sunburst1445472000808,Sunburst,2.7.0.0,True,0.99,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
wishyoulizationbarchartrace,Animated Bar Chart Race,1.0.0.0,False,0.989,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,2,High,
wishyoulizationbarchartrace,Animated Bar Chart Race,1.0.0.0,False,0.989,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,3,High,
wishyoulizationbarchartrace,Animated Bar Chart Race,1.0.0.0,False,0.989,Network Access,fetch(),Regex,(certification requirement),Author,,1,High,
wishyoulizationbarchartrace,Animated Bar Chart Race,1.0.0.0,False,0.989,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,6,Medium,
wishyoulizationbarchartrace,Animated Bar Chart Race,1.0.0.0,False,0.989,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,1,Medium,
wishyoulizationbarchartrace,Animated Bar Chart Race,1.0.0.0,False,0.989,Informational,Math.random(),Regex,insecure-random,Author,,8,Low,
dg5AAA90EFEFE747CB9357C4FC19B85A58,Dial Gauge,3.1.4.0,True,0.989,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,1,High,
dg5AAA90EFEFE747CB9357C4FC19B85A58,Dial Gauge,3.1.4.0,True,0.989,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,1,High,
dg5AAA90EFEFE747CB9357C4FC19B85A58,Dial Gauge,3.1.4.0,True,0.989,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
dg5AAA90EFEFE747CB9357C4FC19B85A58,Dial Gauge,3.1.4.0,True,0.989,Informational,Math.random(),Regex,insecure-random,Author,,7,Low,
GanttChart4C3653EFFFEB4E7DA5A699CE198391E2,Gantt Chart - xViz,3.3.0.1,True,0.989,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,4,High,
GanttChart4C3653EFFFEB4E7DA5A699CE198391E2,Gantt Chart - xViz,3.3.0.1,True,0.989,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),10,High,
GanttChart4C3653EFFFEB4E7DA5A699CE198391E2,Gantt Chart - xViz,3.3.0.1,True,0.989,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,44,Medium,
GanttChart4C3653EFFFEB4E7DA5A699CE198391E2,Gantt Chart - xViz,3.3.0.1,True,0.989,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Library,(bundled),10,Medium,
GanttChart4C3653EFFFEB4E7DA5A699CE198391E2,Gantt Chart - xViz,3.3.0.1,True,0.989,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,1,Medium,
GanttChart4C3653EFFFEB4E7DA5A699CE198391E2,Gantt Chart - xViz,3.3.0.1,True,0.989,Informational,http:// URL,Regex,no-http-string,Author,,2,Low,
GanttChart4C3653EFFFEB4E7DA5A699CE198391E2,Gantt Chart - xViz,3.3.0.1,True,0.989,Informational,Math.random(),Regex,insecure-random,Author,,13,Low,
GanttChart4C3653EFFFEB4E7DA5A699CE198391E2,Gantt Chart - xViz,3.3.0.1,True,0.989,Informational,Math.random(),Regex,insecure-random,Library,(bundled),3,Low,
MapBySquillion,Map by Squillion,2.0.2.1,True,0.989,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
MapBySquillion,Map by Squillion,2.0.2.1,True,0.989,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,4,Medium,
TableHeatMap1443716069308,Table Heatmap,3.5.0.0,True,0.989,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),3,High,
TableHeatMap1443716069308,Table Heatmap,3.5.0.0,True,0.989,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,1,High,
TableHeatMap1443716069308,Table Heatmap,3.5.0.0,True,0.989,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,3,Medium,
iconMapSlicer99906171E08E452C9C884530F82BBB86,Icon Map Slicer,1.1.0.2,False,0.988,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,7,High,
iconMapSlicer99906171E08E452C9C884530F82BBB86,Icon Map Slicer,1.1.0.2,False,0.988,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),1,High,
iconMapSlicer99906171E08E452C9C884530F82BBB86,Icon Map Slicer,1.1.0.2,False,0.988,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,28,High,
iconMapSlicer99906171E08E452C9C884530F82BBB86,Icon Map Slicer,1.1.0.2,False,0.988,Network Access,fetch(),Regex,(certification requirement),Author,,50,High,
iconMapSlicer99906171E08E452C9C884530F82BBB86,Icon Map Slicer,1.1.0.2,False,0.988,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,13,Medium,
iconMapSlicer99906171E08E452C9C884530F82BBB86,Icon Map Slicer,1.1.0.2,False,0.988,Sensitive Access,document.cookie,Regex,no-banned-terms,Author,,1,Medium,
iconMapSlicer99906171E08E452C9C884530F82BBB86,Icon Map Slicer,1.1.0.2,False,0.988,Informational,http:// URL,Regex,no-http-string,Author,,132,Low,
iconMapSlicer99906171E08E452C9C884530F82BBB86,Icon Map Slicer,1.1.0.2,False,0.988,Informational,http:// URL,Regex,no-http-string,Library,(bundled),2,Low,
iconMapSlicer99906171E08E452C9C884530F82BBB86,Icon Map Slicer,1.1.0.2,False,0.988,Informational,Math.random(),Regex,insecure-random,Author,,35,Low,
BusinessFlowF39DAE8D57A743EF89F5C3809DEE2B67,Performance Flow - xViz,2.0.0.0,True,0.988,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,1,High,
BusinessFlowF39DAE8D57A743EF89F5C3809DEE2B67,Performance Flow - xViz,2.0.0.0,True,0.988,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),16,High,
BusinessFlowF39DAE8D57A743EF89F5C3809DEE2B67,Performance Flow - xViz,2.0.0.0,True,0.988,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,3,High,
BusinessFlowF39DAE8D57A743EF89F5C3809DEE2B67,Performance Flow - xViz,2.0.0.0,True,0.988,Network Access,XMLHttpRequest,Regex,(certification requirement),Library,(bundled),2,High,
BusinessFlowF39DAE8D57A743EF89F5C3809DEE2B67,Performance Flow - xViz,2.0.0.0,True,0.988,DOM Manipulation,document.write(),Regex,no-document-write,Author,,3,Medium,
BusinessFlowF39DAE8D57A743EF89F5C3809DEE2B67,Performance Flow - xViz,2.0.0.0,True,0.988,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,16,Medium,
BusinessFlowF39DAE8D57A743EF89F5C3809DEE2B67,Performance Flow - xViz,2.0.0.0,True,0.988,Sensitive Access,document.domain,Regex,no-document-domain,Library,(bundled),1,Medium,
BusinessFlowF39DAE8D57A743EF89F5C3809DEE2B67,Performance Flow - xViz,2.0.0.0,True,0.988,Informational,http:// URL,Regex,no-http-string,Author,,51,Low,
BusinessFlowF39DAE8D57A743EF89F5C3809DEE2B67,Performance Flow - xViz,2.0.0.0,True,0.988,Informational,Math.random(),Regex,insecure-random,Author,,19,Low,
BusinessFlowF39DAE8D57A743EF89F5C3809DEE2B67,Performance Flow - xViz,2.0.0.0,True,0.988,Informational,Math.random(),Regex,insecure-random,Library,(bundled),1,Low,
SmartFilterBySQLBI1458262140625,Smart Filter by OKVIZ,1.2.8.0,True,0.988,Dynamic Code Execution,Function(),Regex,no-banned-terms,Author,,3,High,
SmartFilterBySQLBI1458262140625,Smart Filter by OKVIZ,1.2.8.0,True,0.988,Dynamic Code Execution,Function(),Regex,no-banned-terms,Library,(bundled),3,High,
SmartFilterBySQLBI1458262140625,Smart Filter by OKVIZ,1.2.8.0,True,0.988,Network Access,XMLHttpRequest,Regex,(certification requirement),Author,,2,High,
SmartFilterBySQLBI1458262140625,Smart Filter by OKVIZ,1.2.8.0,True,0.988,Network Access,fetch(),Regex,(certification requirement),Author,,1,High,
SmartFilterBySQLBI1458262140625,Smart Filter by OKVIZ,1.2.8.0,True,0.988,DOM Manipulation,innerHTML =,Regex,no-inner-outer-html,Author,,11,Medium,
SmartFilterBySQLBI1458262140625,Smart Filter by OKVIZ,1.2.8.0,True,0.988,DOM Manipulation,.html(data),Regex,no-implied-inner-html,Author,,2,Medium,
